date,sum,mean,min,max,count
2023-09-04,2035.4,8.17429718875502,7.3,9.3,249
2023-09-05,1761.4,8.676847290640394,7.2,10.0,203
2023-09-07,2471.5,8.435153583617748,7.1,10.9,293
2023-09-08,2287.6,8.08339222614841,7.1,9.3,283
2023-09-15,2764.9,7.9223495702005735,6.9,9.3,349
2023-09-21,3535.5,8.071917808219178,7.1,9.5,438
